id,train Number,train Departure Station,train Arrival Station,train Id,passenger Surname,passport Number,carriage Number,seat Number,departure Date
294,101ІС+,Київ-Пасажирський,Львів,3,Романенко,253785686,3,4,26-06-2025
39,102ІС,Одеса-Головна,Дніпро-Головний,1,Клименко,СК369785,3,5,26-06-2025
438,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Сидоренко,268269355,1,2,28-06-2025
491,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Коваленко,608863154,1,26,28-06-2025
61,102ІС,Одеса-Головна,Дніпро-Головний,1,Поліщук,570079856,4,11,28-06-2025
354,345НШ,Дніпро-Головний,Миколаїв,4,Романенко,СК821453,1,15,02-07-2025
89,102ІС,Одеса-Головна,Дніпро-Головний,1,Сидоренко,119961869,3,2,02-07-2025
329,345НШ,Дніпро-Головний,Миколаїв,4,Романенко,699083987,3,13,02-07-2025
152,203ІС,Львів,Івано-Франківськ,2,Романенко,859188086,3,23,03-07-2025
596,590НП,Івано-Франківськ,Запоріжжя-1,25,Кравченко,962773211,4,18,03-07-2025
453,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,348908744,5,26,03-07-2025
227,101ІС+,Київ-Пасажирський,Львів,3,Поліщук,942737111,1,16,05-07-2025
469,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Поліщук,АК552799,1,18,05-07-2025
556,567НП,Житомир,Львів,17,Коваленко,945060628,4,16,05-07-2025
494,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Ткаченко,АК738825,5,16,05-07-2025
555,708РЕ,Тернопіль,Львів,16,Ткаченко,992299041,1,18,07-07-2025
380,345НШ,Дніпро-Головний,Миколаїв,4,Шевченко,ТК876650,1,12,08-07-2025
608,667ІС+,Кривий Ріг-Головний,Івано-Франківськ,27,Бондаренко,481971667,1,29,08-07-2025
45,102ІС,Одеса-Головна,Дніпро-Головний,1,Коваленко,907798350,1,30,08-07-2025
444,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Коваленко,ТК910404,1,11,09-07-2025
548,456НШ,Львів,Київ-Пасажирський,15,Олійник,581838862,3,6,09-07-2025
149,203ІС,Львів,Івано-Франківськ,2,Сидоренко,АК371009,3,24,09-07-2025
216,101ІС+,Київ-Пасажирський,Львів,3,Ткаченко,119430462,3,28,10-07-2025
395,345НШ,Дніпро-Головний,Миколаїв,4,Романенко,АК770290,4,6,10-07-2025
509,405Р,Запоріжжя-1,Одеса-Головна,7,Шевченко,728496950,5,13,10-07-2025
74,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,201557537,5,28,10-07-2025
418,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Клименко,АК336931,2,11,11-07-2025
236,101ІС+,Київ-Пасажирський,Львів,3,Романенко,801346781,4,2,11-07-2025
155,203ІС,Львів,Івано-Франківськ,2,Олійник,ТК533142,4,19,11-07-2025
113,203ІС,Львів,Івано-Франківськ,2,Олійник,334109053,5,1,11-07-2025
374,345НШ,Дніпро-Головний,Миколаїв,4,Сидоренко,672094285,2,4,12-07-2025
307,345НШ,Дніпро-Головний,Миколаїв,4,Ткаченко,395821210,2,7,12-07-2025
73,102ІС,Одеса-Головна,Дніпро-Головний,1,Ткаченко,МК727666,2,15,12-07-2025
517,607РЕ,Миколаїв,Дніпро-Головний,9,Шевченко,287933969,5,15,12-07-2025
106,203ІС,Львів,Івано-Франківськ,2,Ткаченко,ТК440208,3,28,13-07-2025
515,506Р,Київ-Пасажирський,Вінниця,8,Олійник,293715277,3,30,13-07-2025
221,101ІС+,Київ-Пасажирський,Львів,3,Олійник,МК225482,5,19,13-07-2025
562,556ІС+,Одеса-Головна,Запоріжжя-1,18,Клименко,742623037,3,22,14-07-2025
82,102ІС,Одеса-Головна,Дніпро-Головний,1,Романенко,698487409,4,5,14-07-2025
118,203ІС,Львів,Івано-Франківськ,2,Клименко,СК733356,3,28,15-07-2025
100,102ІС,Одеса-Головна,Дніпро-Головний,1,Ткаченко,796898354,3,30,16-07-2025
518,607РЕ,Миколаїв,Дніпро-Головний,9,Олійник,272635720,5,10,16-07-2025
451,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Клименко,615797491,4,20,17-07-2025
273,101ІС+,Київ-Пасажирський,Львів,3,Романенко,142345338,5,17,17-07-2025
31,102ІС,Одеса-Головна,Дніпро-Головний,1,Коваленко,АК773858,2,19,18-07-2025
30,102ІС,Одеса-Головна,Дніпро-Головний,1,Романенко,142997239,3,20,18-07-2025
130,203ІС,Львів,Івано-Франківськ,2,Романенко,177428294,4,19,19-07-2025
580,502НП,Львів,Одеса-Головна,21,Ткаченко,МК736272,5,10,19-07-2025
42,102ІС,Одеса-Головна,Дніпро-Головний,1,Романенко,СК634850,3,28,20-07-2025
582,112ІС,Харків-Пасажирський,Полтава-Київська,22,Коваленко,290294581,3,29,20-07-2025
84,102ІС,Одеса-Головна,Дніпро-Головний,1,Бондаренко,273306143,4,3,20-07-2025
345,345НШ,Дніпро-Головний,Миколаїв,4,Коваленко,657995832,4,13,20-07-2025
320,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,213873768,5,1,20-07-2025
302,345НШ,Дніпро-Головний,Миколаїв,4,Романенко,АК661653,5,11,20-07-2025
98,102ІС,Одеса-Головна,Дніпро-Головний,1,Поліщук,МК182402,3,17,22-07-2025
104,203ІС,Львів,Івано-Франківськ,2,Клименко,159501370,3,14,23-07-2025
252,101ІС+,Київ-Пасажирський,Львів,3,Бондаренко,АК582432,5,18,23-07-2025
431,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Поліщук,933724586,1,20,24-07-2025
123,203ІС,Львів,Івано-Франківськ,2,Поліщук,725764984,2,18,25-07-2025
450,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,564875467,1,28,26-07-2025
237,101ІС+,Київ-Пасажирський,Львів,3,Романенко,СК133285,3,18,26-07-2025
385,345НШ,Дніпро-Головний,Миколаїв,4,Кравченко,698792946,5,23,26-07-2025
285,101ІС+,Київ-Пасажирський,Львів,3,Олійник,149831199,3,21,27-07-2025
446,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Романенко,МК986986,5,4,27-07-2025
578,502НП,Львів,Одеса-Головна,21,Поліщук,869256069,2,4,01-08-2025
448,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Шевченко,МК235218,4,6,01-08-2025
158,203ІС,Львів,Івано-Франківськ,2,Бондаренко,659356008,4,26,01-08-2025
247,101ІС+,Київ-Пасажирський,Львів,3,Сидоренко,МК709289,4,29,01-08-2025
488,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Шевченко,МК302425,1,29,02-08-2025
504,112НЕ,Полтава-Київська,Чернівці,6,Бондаренко,СК404747,4,24,02-08-2025
111,203ІС,Львів,Івано-Франківськ,2,Кравченко,АК846115,4,8,03-08-2025
282,101ІС+,Київ-Пасажирський,Львів,3,Шевченко,828881331,5,28,03-08-2025
351,345НШ,Дніпро-Головний,Миколаїв,4,Поліщук,560344245,3,17,04-08-2025
310,345НШ,Дніпро-Головний,Миколаїв,4,Олійник,520960632,4,18,04-08-2025
303,345НШ,Дніпро-Головний,Миколаїв,4,Поліщук,926718214,5,16,04-08-2025
327,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,АК550534,5,18,04-08-2025
248,101ІС+,Київ-Пасажирський,Львів,3,Кравченко,854291480,1,2,05-08-2025
476,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Олійник,ТК893284,3,8,05-08-2025
411,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Ткаченко,МК883990,5,8,05-08-2025
241,101ІС+,Київ-Пасажирський,Львів,3,Романенко,744376432,1,5,06-08-2025
25,102ІС,Одеса-Головна,Дніпро-Головний,1,Бондаренко,942719980,4,9,06-08-2025
611,578ІС,Дніпро-Головний,Миколаїв,28,Шевченко,ТК206940,2,6,07-08-2025
398,345НШ,Дніпро-Головний,Миколаїв,4,Поліщук,АК806371,4,28,08-08-2025
597,590НП,Івано-Франківськ,Запоріжжя-1,25,Сидоренко,ТК830901,5,22,08-08-2025
420,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,446427763,2,29,09-08-2025
231,101ІС+,Київ-Пасажирський,Львів,3,Клименко,332491552,3,22,09-08-2025
102,203ІС,Львів,Івано-Франківськ,2,Кравченко,179381059,3,14,11-08-2025
481,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Ткаченко,ТК505030,3,28,11-08-2025
96,102ІС,Одеса-Головна,Дніпро-Головний,1,Бондаренко,МК982513,1,4,12-08-2025
78,102ІС,Одеса-Головна,Дніпро-Головний,1,Коваленко,779983253,5,24,12-08-2025
413,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Романенко,АК368837,1,13,13-08-2025
48,102ІС,Одеса-Головна,Дніпро-Головний,1,Олійник,521281607,5,2,14-08-2025
417,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Ткаченко,403877489,2,20,15-08-2025
233,101ІС+,Київ-Пасажирський,Львів,3,Клименко,СК779215,3,9,16-08-2025
206,101ІС+,Київ-Пасажирський,Львів,3,Клименко,АК978146,1,11,17-08-2025
612,578ІС,Дніпро-Головний,Миколаїв,28,Олійник,ТК140901,5,26,17-08-2025
279,101ІС+,Київ-Пасажирський,Львів,3,Кравченко,АК870904,2,8,20-08-2025
219,101ІС+,Київ-Пасажирський,Львів,3,Сидоренко,АК772360,3,28,20-08-2025
151,203ІС,Львів,Івано-Франківськ,2,Коваленко,ТК871671,1,1,21-08-2025
409,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Шевченко,613860606,5,21,21-08-2025
105,203ІС,Львів,Івано-Франківськ,2,Клименко,ТК319622,4,26,23-08-2025
511,506Р,Київ-Пасажирський,Вінниця,8,Олійник,523571104,1,4,25-08-2025
205,101ІС+,Київ-Пасажирський,Львів,3,Сидоренко,857598744,1,14,25-08-2025
174,203ІС,Львів,Івано-Франківськ,2,Шевченко,МК630280,2,26,25-08-2025
136,203ІС,Львів,Івано-Франківськ,2,Кравченко,283297449,4,5,25-08-2025
434,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Коваленко,387474161,4,21,25-08-2025
480,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Поліщук,МК485536,5,23,25-08-2025
471,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Шевченко,488239019,1,7,26-08-2025
5,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,АК239708,4,1,26-08-2025
181,203ІС,Львів,Івано-Франківськ,2,Поліщук,982674899,3,26,27-08-2025
590,223ІС,Миколаїв,Київ-Пасажирський,23,Ткаченко,МК799741,1,17,28-08-2025
66,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,АК742813,1,22,28-08-2025
391,345НШ,Дніпро-Головний,Миколаїв,4,Коваленко,СК259263,2,29,28-08-2025
543,234НШ,Кривий Ріг-Головний,Запоріжжя-1,14,Кравченко,ТК457399,3,30,28-08-2025
262,101ІС+,Київ-Пасажирський,Львів,3,Кравченко,ТК822572,4,24,01-09-2025
325,345НШ,Дніпро-Головний,Миколаїв,4,Ткаченко,СК752728,1,26,02-09-2025
317,345НШ,Дніпро-Головний,Миколаїв,4,Поліщук,ТК532770,2,12,02-09-2025
407,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Шевченко,504148388,2,27,02-09-2025
609,667ІС+,Кривий Ріг-Головний,Івано-Франківськ,27,Шевченко,359790841,2,27,02-09-2025
505,112НЕ,Полтава-Київська,Чернівці,6,Бондаренко,ТК141921,4,15,02-09-2025
164,203ІС,Львів,Івано-Франківськ,2,Шевченко,383789762,5,10,03-09-2025
28,102ІС,Одеса-Головна,Дніпро-Головний,1,Сидоренко,МК823659,2,28,04-09-2025
396,345НШ,Дніпро-Головний,Миколаїв,4,Коваленко,850737403,5,20,04-09-2025
558,567НП,Житомир,Львів,17,Шевченко,СК939918,4,13,05-09-2025
359,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,СК174148,2,3,06-09-2025
399,345НШ,Дніпро-Головний,Миколаїв,4,Романенко,673306521,4,5,06-09-2025
145,203ІС,Львів,Івано-Франківськ,2,Ткаченко,832349735,5,6,07-09-2025
464,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,МК695907,2,5,08-09-2025
429,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Ткаченко,226486501,4,10,08-09-2025
589,223ІС,Миколаїв,Київ-Пасажирський,23,Ткаченко,347890830,5,11,08-09-2025
260,101ІС+,Київ-Пасажирський,Львів,3,Сидоренко,407405925,1,5,09-09-2025
121,203ІС,Львів,Івано-Франківськ,2,Ткаченко,СК937938,3,21,09-09-2025
540,123НЕ,Одеса-Головна,Тернопіль,13,Сидоренко,128664196,3,24,09-09-2025
557,567НП,Житомир,Львів,17,Олійник,952480999,5,10,09-09-2025
456,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Бондаренко,СК381387,1,5,10-09-2025
72,102ІС,Одеса-Головна,Дніпро-Головний,1,Ткаченко,АК530532,4,19,10-09-2025
593,334ІС,Тернопіль,Дніпро-Головний,24,Бондаренко,СК381387,1,6,12-09-2025
44,102ІС,Одеса-Головна,Дніпро-Головний,1,Романенко,570767829,3,8,12-09-2025
36,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,799993136,3,26,12-09-2025
266,101ІС+,Київ-Пасажирський,Львів,3,Кравченко,694913460,5,23,12-09-2025
180,203ІС,Львів,Івано-Франківськ,2,Клименко,АК327422,1,19,13-09-2025
468,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Олійник,981783616,2,21,13-09-2025
599,590НП,Івано-Франківськ,Запоріжжя-1,25,Бондаренко,573553504,2,30,13-09-2025
188,203ІС,Львів,Івано-Франківськ,2,Бондаренко,ТК495174,4,4,13-09-2025
340,345НШ,Дніпро-Головний,Миколаїв,4,Романенко,391754678,5,26,14-09-2025
225,101ІС+,Київ-Пасажирський,Львів,3,Бондаренко,СК704341,1,29,15-09-2025
112,203ІС,Львів,Івано-Франківськ,2,Сидоренко,ТК793357,2,10,15-09-2025
485,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Поліщук,АК454436,3,18,15-09-2025
218,101ІС+,Київ-Пасажирський,Львів,3,Шевченко,835607712,4,23,15-09-2025
120,203ІС,Львів,Івано-Франківськ,2,Ткаченко,839657846,5,11,15-09-2025
500,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,726759086,5,26,15-09-2025
270,101ІС+,Київ-Пасажирський,Львів,3,Шевченко,МК641117,3,16,18-09-2025
132,203ІС,Львів,Івано-Франківськ,2,Коваленко,СК675765,4,17,19-09-2025
193,203ІС,Львів,Івано-Франківськ,2,Клименко,581648987,5,30,19-09-2025
87,102ІС,Одеса-Головна,Дніпро-Головний,1,Ткаченко,АК656471,1,9,20-09-2025
20,102ІС,Одеса-Головна,Дніпро-Головний,1,Ткаченко,МК798807,1,19,20-09-2025
12,102ІС,Одеса-Головна,Дніпро-Головний,1,Поліщук,МК427894,3,12,20-09-2025
226,101ІС+,Київ-Пасажирський,Львів,3,Романенко,699083987,4,16,22-09-2025
99,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,АК635555,1,16,24-09-2025
378,345НШ,Дніпро-Головний,Миколаїв,4,Сидоренко,782976046,3,15,24-09-2025
33,102ІС,Одеса-Головна,Дніпро-Головний,1,Сидоренко,АК292798,5,12,24-09-2025
196,203ІС,Львів,Івано-Франківськ,2,Ткаченко,МК782189,1,23,25-09-2025
477,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Романенко,АК402714,1,3,26-09-2025
293,101ІС+,Київ-Пасажирський,Львів,3,Поліщук,ТК202940,3,27,27-09-2025
605,445ІС+,Чернівці,Львів,26,Олійник,987079728,3,29,27-09-2025
41,102ІС,Одеса-Головна,Дніпро-Головний,1,Романенко,ТК753473,1,8,28-09-2025
76,102ІС,Одеса-Головна,Дніпро-Головний,1,Ткаченко,596724739,1,24,28-09-2025
195,203ІС,Львів,Івано-Франківськ,2,Сидоренко,945455209,1,29,01-10-2025
263,101ІС+,Київ-Пасажирський,Львів,3,Ткаченко,МК378296,2,19,01-10-2025
125,203ІС,Львів,Івано-Франківськ,2,Шевченко,484956247,5,14,01-10-2025
585,112ІС,Харків-Пасажирський,Полтава-Київська,22,Коваленко,991623392,3,30,02-10-2025
92,102ІС,Одеса-Головна,Дніпро-Головний,1,Коваленко,878100648,4,28,02-10-2025
440,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Бондаренко,101190789,1,30,03-10-2025
209,101ІС+,Київ-Пасажирський,Львів,3,Шевченко,427333155,4,16,03-10-2025
439,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Олійник,СК749764,5,18,03-10-2025
253,101ІС+,Київ-Пасажирський,Львів,3,Олійник,199364046,2,14,04-10-2025
298,101ІС+,Київ-Пасажирський,Львів,3,Романенко,МК179246,3,10,04-10-2025
334,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,228817054,4,2,04-10-2025
383,345НШ,Дніпро-Головний,Миколаїв,4,Кравченко,ТК466667,5,5,04-10-2025
510,405Р,Запоріжжя-1,Одеса-Головна,7,Кравченко,АК513710,5,29,04-10-2025
346,345НШ,Дніпро-Головний,Миколаїв,4,Коваленко,ТК566653,5,30,04-10-2025
499,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Олійник,631497184,2,21,05-10-2025
553,708РЕ,Тернопіль,Львів,16,Коваленко,МК866447,3,1,05-10-2025
229,101ІС+,Київ-Пасажирський,Львів,3,Коваленко,СК814600,4,9,05-10-2025
156,203ІС,Львів,Івано-Франківськ,2,Коваленко,696938275,4,25,05-10-2025
9,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,АК325258,1,18,06-10-2025
330,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,МК312000,2,10,06-10-2025
343,345НШ,Дніпро-Головний,Миколаїв,4,Сидоренко,901204617,4,15,06-10-2025
75,102ІС,Одеса-Головна,Дніпро-Головний,1,Поліщук,247384345,4,26,06-10-2025
215,101ІС+,Київ-Пасажирський,Львів,3,Сидоренко,АК726265,4,5,07-10-2025
404,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Клименко,874485703,2,10,08-10-2025
46,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,СК360294,2,18,08-10-2025
387,345НШ,Дніпро-Головний,Миколаїв,4,Ткаченко,363995172,4,8,08-10-2025
342,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,308353882,5,22,08-10-2025
167,203ІС,Львів,Івано-Франківськ,2,Поліщук,МК813940,2,12,09-10-2025
172,203ІС,Львів,Івано-Франківськ,2,Ткаченко,АК114722,3,12,09-10-2025
430,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,ТК397844,4,18,09-10-2025
246,101ІС+,Київ-Пасажирський,Львів,3,Коваленко,ТК727756,5,14,10-10-2025
69,102ІС,Одеса-Головна,Дніпро-Головний,1,Клименко,АК135684,3,20,12-10-2025
541,234НШ,Кривий Ріг-Головний,Запоріжжя-1,14,Шевченко,300501122,4,5,13-10-2025
127,203ІС,Львів,Івано-Франківськ,2,Поліщук,АК757169,4,24,13-10-2025
436,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Ткаченко,430009820,2,20,14-10-2025
572,689НП,Київ-Пасажирський,Одеса-Головна,20,Клименко,ТК884867,5,11,14-10-2025
47,102ІС,Одеса-Головна,Дніпро-Головний,1,Олійник,ТК673419,5,21,14-10-2025
559,567НП,Житомир,Львів,17,Ткаченко,567436639,4,20,15-10-2025
129,203ІС,Львів,Івано-Франківськ,2,Бондаренко,666673144,5,13,15-10-2025
355,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,ТК597700,2,16,16-10-2025
393,345НШ,Дніпро-Головний,Миколаїв,4,Сидоренко,565125353,3,15,16-10-2025
312,345НШ,Дніпро-Головний,Миколаїв,4,Романенко,МК667501,1,17,18-10-2025
542,234НШ,Кривий Ріг-Головний,Запоріжжя-1,14,Клименко,МК953540,2,7,18-10-2025
437,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,839147069,1,13,22-10-2025
445,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,СК680612,3,9,22-10-2025
32,102ІС,Одеса-Головна,Дніпро-Головний,1,Шевченко,МК796994,3,11,22-10-2025
441,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Кравченко,АК440738,3,30,22-10-2025
95,102ІС,Одеса-Головна,Дніпро-Головний,1,Ткаченко,105451295,4,28,22-10-2025
230,101ІС+,Київ-Пасажирський,Львів,3,Романенко,МК765254,2,10,23-10-2025
366,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,МК337180,4,5,24-10-2025
486,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Сидоренко,585379757,4,18,25-10-2025
483,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Романенко,467444582,2,27,26-10-2025
10,102ІС,Одеса-Головна,Дніпро-Головний,1,Олійник,534634052,4,4,26-10-2025
117,203ІС,Львів,Івано-Франківськ,2,Бондаренко,859007685,1,28,27-10-2025
305,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,121989374,2,3,28-10-2025
492,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Олійник,622928951,2,21,28-10-2025
271,101ІС+,Київ-Пасажирський,Львів,3,Олійник,СК374094,3,30,01-11-2025
191,203ІС,Львів,Івано-Франківськ,2,Клименко,245974556,5,29,01-11-2025
496,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Бондаренко,345007052,2,3,02-11-2025
58,102ІС,Одеса-Головна,Дніпро-Головний,1,Поліщук,АК929580,1,16,04-11-2025
544,234НШ,Кривий Ріг-Головний,Запоріжжя-1,14,Кравченко,303429004,2,25,04-11-2025
524,709РЕ,Чернівці,Одеса-Головна,10,Коваленко,509663910,3,5,04-11-2025
291,101ІС+,Київ-Пасажирський,Львів,3,Олійник,СК507286,4,6,04-11-2025
313,345НШ,Дніпро-Головний,Миколаїв,4,Кравченко,242124841,4,12,04-11-2025
240,101ІС+,Київ-Пасажирський,Львів,3,Ткаченко,988618501,1,6,06-11-2025
498,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Поліщук,СК477270,1,12,06-11-2025
289,101ІС+,Київ-Пасажирський,Львів,3,Поліщук,СК135818,2,16,06-11-2025
297,101ІС+,Київ-Пасажирський,Львів,3,Бондаренко,277176429,3,30,06-11-2025
400,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,119429981,5,29,06-11-2025
406,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Романенко,985485491,3,26,08-11-2025
490,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Олійник,ТК496219,3,23,09-11-2025
243,101ІС+,Київ-Пасажирський,Львів,3,Шевченко,509960307,5,8,09-11-2025
364,345НШ,Дніпро-Головний,Миколаїв,4,Коваленко,847049797,1,5,10-11-2025
251,101ІС+,Київ-Пасажирський,Львів,3,Коваленко,ТК659106,5,10,10-11-2025
261,101ІС+,Київ-Пасажирський,Львів,3,Коваленко,ТК326169,1,30,12-11-2025
110,203ІС,Львів,Івано-Франківськ,2,Ткаченко,925316745,1,16,13-11-2025
139,203ІС,Львів,Івано-Франківськ,2,Клименко,377370650,3,15,13-11-2025
272,101ІС+,Київ-Пасажирський,Львів,3,Ткаченко,ТК315891,4,20,13-11-2025
443,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Бондаренко,824006931,5,5,14-11-2025
242,101ІС+,Київ-Пасажирський,Львів,3,Коваленко,244383816,5,28,14-11-2025
375,345НШ,Дніпро-Головний,Миколаїв,4,Сидоренко,937328661,3,12,16-11-2025
18,102ІС,Одеса-Головна,Дніпро-Головний,1,Олійник,773232660,3,27,16-11-2025
187,203ІС,Львів,Івано-Франківськ,2,Поліщук,СК287929,2,23,17-11-2025
190,203ІС,Львів,Івано-Франківськ,2,Олійник,542860396,5,8,17-11-2025
201,101ІС+,Київ-Пасажирський,Львів,3,Сидоренко,СК446266,2,27,18-11-2025
584,112ІС,Харків-Пасажирський,Полтава-Київська,22,Поліщук,МК189395,4,28,18-11-2025
4,102ІС,Одеса-Головна,Дніпро-Головний,1,Бондаренко,731639303,2,4,22-11-2025
71,102ІС,Одеса-Головна,Дніпро-Головний,1,Кравченко,СК276775,4,1,22-11-2025
587,223ІС,Миколаїв,Київ-Пасажирський,23,Романенко,699083987,5,17,22-11-2025
523,709РЕ,Чернівці,Одеса-Головна,10,Кравченко,507882120,5,27,22-11-2025
166,203ІС,Львів,Івано-Франківськ,2,Ткаченко,АК577879,2,7,23-11-2025
497,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Клименко,МК416268,2,17,23-11-2025
162,203ІС,Львів,Івано-Франківськ,2,Олійник,АК897423,4,15,23-11-2025
472,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Олійник,СК144288,1,4,24-11-2025
525,709РЕ,Чернівці,Одеса-Головна,10,Сидоренко,661643154,2,20,24-11-2025
338,345НШ,Дніпро-Головний,Миколаїв,4,Бондаренко,СК381387,5,3,24-11-2025
350,345НШ,Дніпро-Головний,Миколаїв,4,Олійник,ТК341758,4,28,26-11-2025
245,101ІС+,Київ-Пасажирський,Львів,3,Олійник,517213736,5,13,26-11-2025
287,101ІС+,Київ-Пасажирський,Львів,3,Бондаренко,580581370,2,1,27-11-2025
197,203ІС,Львів,Івано-Франківськ,2,Бондаренко,774797333,2,9,27-11-2025
157,203ІС,Львів,Івано-Франківськ,2,Бондаренко,548978961,2,20,27-11-2025
107,203ІС,Львів,Івано-Франківськ,2,Бондаренко,МК779496,4,2,27-11-2025
88,102ІС,Одеса-Головна,Дніпро-Головний,1,Клименко,МК723532,1,29,28-11-2025
59,102ІС,Одеса-Головна,Дніпро-Головний,1,Ткаченко,631153108,3,19,28-11-2025
581,112ІС,Харків-Пасажирський,Полтава-Київська,22,Бондаренко,АК956880,4,28,28-11-2025
214,101ІС+,Київ-Пасажирський,Львів,3,Романенко,МК355755,5,26,01-12-2025
546,456НШ,Львів,Київ-Пасажирський,15,Клименко,871169209,3,20,02-12-2025
454,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Поліщук,299038555,3,24,02-12-2025
322,345НШ,Дніпро-Головний,Миколаїв,4,Поліщук,СК866729,4,5,02-12-2025
367,345НШ,Дніпро-Головний,Миколаїв,4,Олійник,386899640,4,21,02-12-2025
554,708РЕ,Тернопіль,Львів,16,Шевченко,525261065,4,26,02-12-2025
238,101ІС+,Київ-Пасажирський,Львів,3,Ткаченко,МК103668,5,21,02-12-2025
423,304Р,Харків-Пасажирський,Кривий Ріг-Головний,5,Сидоренко,ТК397096,1,15,03-12-2025
176,203ІС,Львів,Івано-Франківськ,2,Клименко,СК828819,3,19,03-12-2025
335,345НШ,Дніпро-Головний,Миколаїв,4,Клименко,ТК906436,5,4,04-12-2025
199,203ІС,Львів,Івано-Франківськ,2,Романенко,МК235772,2,8,05-12-2025
178,203ІС,Львів,Івано-Франківськ,2,Поліщук,738161168,5,26,05-12-2025
304,345НШ,Дніпро-Головний,Миколаїв,4,Бондаренко,761686476,4,27,08-12-2025
203,101ІС+,Київ-Пасажирський,Львів,3,Кравченко,964027486,4,30,08-12-2025
146,203ІС,Львів,Івано-Франківськ,2,Бондаренко,МК114901,4,26,09-12-2025
358,345НШ,Дніпро-Головний,Миколаїв,4,Олійник,АК974999,3,2,10-12-2025
536,123НЕ,Одеса-Головна,Тернопіль,13,Поліщук,736102983,2,30,11-12-2025
