trainId,passengerSurname,passportNumber,carriageNumber,seatNumber,departureDate
24,Шевченко,427333155,3,20,2025-01-14
24,Бондаренко,СК381387,1,6,2025-09-12
24,Бондаренко,741995058,3,17,2025-04-20
24,Клименко,627254904,1,25,2025-03-16
25,Кравченко,962773211,4,18,2025-07-03
25,Сидоренко,ТК830901,5,22,2025-08-08
25,Ткаченко,МК701714,3,15,2025-05-06
25,Бондаренко,573553504,2,30,2025-09-13
25,Коваленко,254184646,3,24,2025-12-11
26,Бондаренко,ТК949370,5,6,2025-05-17
26,Поліщук,362826061,5,27,2025-04-27
26,Романенко,СК767607,5,5,2025-06-01
26,Романенко,СК501844,4,9,2025-02-11
26,Олійник,987079728,3,29,2025-09-27
27,Шевченко,589212342,5,9,2025-03-26
27,Бондаренко,СК583747,1,14,2025-05-02
27,Бондаренко,481971667,1,29,2025-07-08
27,Шевченко,359790841,2,27,2025-09-02
27,Ткаченко,509834092,5,18,2025-12-28
28,Шевченко,ТК206940,2,6,2025-08-07
28,Олійник,ТК140901,5,26,2025-08-17
28,Олійник,АК130902,5,29,2025-01-17
28,Поліщук,АК491950,1,22,2025-05-09
28,Шевченко,СК472399,5,2,2025-12-15
29,Поліщук,СК202469,4,28,2025-03-23
29,Олійник,АК685983,4,25,2025-04-13
29,Кравченко,342368478,5,21,2025-04-11
29,Сидоренко,ТК922172,2,17,2025-09-17
29,Романенко,АК727620,3,27,2025-10-13
30,Романенко,180102212,3,2,2025-10-18
30,Романенко,ТК186819,5,9,2025-10-22
30,Шевченко,МК800268,2,3,2025-11-08
30,Романенко,699083987,5,28,2025-04-24
30,Олійник,СК787916,2,6,2025-10-24
